Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
NB,2020-07-11,166,0,2,0,0,0,1.205,0.0
PE,2020-07-11,33,0,0,0,0,0,0.0,0.0
BC,2020-07-12,3070,18,187,0,16,0,6.091,0.0
NT,2020-07-12,5,0,0,0,0,0,0.0,0.0
YT,2020-07-12,14,0,0,0,0,0,0.0,0.0
AB,2020-07-12,8769,78,154,0,71,3,1.756,0.0
NU,2020-07-12,0,0,0,0,0,0,0.0,0.0
PE,2020-07-12,34,1,0,0,0,0,0.0,0.0
NS,2020-07-12,1066,0,63,0,1,0,5.91,0.0
NB,2020-07-12,166,0,2,0,0,0,1.205,0.0
MB,2020-07-12,325,0,7,0,0,0,2.154,0.0
NL,2020-07-12,262,0,3,0,0,0,1.145,0.0
SK,2020-07-12,856,32,15,0,4,1,1.752,0.0
NS,2020-07-13,1066,0,63,0,1,0,5.91,0.0
YT,2020-07-13,14,0,0,0,0,0,0.0,0.0
MB,2020-07-13,325,0,7,0,0,0,2.154,0.0
AB,2020-07-13,8856,87,154,0,72,1,1.739,0.0
ON,2020-07-13,36939,98,2844,4,133,13,7.699,4.082
NL,2020-07-13,262,0,3,0,0,0,1.145,0.0
PE,2020-07-13,35,1,0,0,0,0,0.0,0.0
NT,2020-07-13,5,0,0,0,0,0,0.0,0.0
NU,2020-07-13,0,0,0,0,0,0,0.0,0.0
NB,2020-07-13,166,0,2,0,0,0,1.205,0.0
ON,2020-07-14,37044,105,2846,2,137,4,7.683,1.905
YT,2020-07-14,14,0,0,0,0,0,0.0,0.0
NU,2020-07-14,0,0,0,0,0,0,0.0,0.0
NL,2020-07-14,262,0,3,0,0,0,1.145,0.0
MB,2020-07-14,330,5,7,0,0,0,2.121,0.0
PE,2020-07-14,36,1,0,0,0,0,0.0,0.0
NS,2020-07-14,1066,0,63,0,1,0,5.91,0.0
NB,2020-07-14,167,1,2,0,0,0,1.198,0.0
SK,2020-07-14,866,6,15,0,6,3,1.732,0.0
NT,2020-07-14,5,0,0,0,0,0,0.0,0.0
BC,2020-07-14,3104,22,189,0,14,0,6.089,0.0
AB,2020-07-14,8941,85,154,0,77,5,1.722,0.0
YT,2020-07-15,14,0,0,0,0,0,0.0,0.0
PE,2020-07-15,36,0,0,0,0,0,0.0,0.0
NL,2020-07-15,262,0,3,0,0,0,1.145,0.0
NB,2020-07-15,168,1,2,0,0,0,1.19,0.0
SK,2020-07-15,910,44,15,0,8,2,1.648,0.0
NU,2020-07-15,0,0,0,0,0,0,0.0,0.0
NS,2020-07-15,1067,1,63,0,1,0,5.904,0.0
NT,2020-07-15,5,0,0,0,0,0,0.0,0.0
BC,2020-07-15,3137,33,189,0,14,0,6.025,0.0
MB,2020-07-15,330,0,7,0,0,0,2.121,0.0
AB,2020-07-15,9056,115,154,0,80,3,1.701,0.0
SK,2020-07-16,921,11,15,0,11,3,1.629,0.0
BC,2020-07-16,3167,30,189,0,15,1,5.968,0.0
NB,2020-07-16,168,0,2,0,0,0,1.19,0.0
NL,2020-07-16,262,0,3,0,0,0,1.145,0.0
NU,2020-07-16,0,0,0,0,0,0,0.0,0.0
PE,2020-07-16,36,0,0,0,0,0,0.0,0.0
MB,2020-07-16,331,1,7,0,0,0,2.115,0.0
NT,2020-07-16,5,0,0,0,0,0,0.0,0.0
YT,2020-07-16,15,1,0,0,0,0,0.0,0.0
AB,2020-07-16,9159,103,154,0,81,1,1.681,0.0
MB,2020-07-17,336,5,7,0,0,0,2.083,0.0
ON,2020-07-17,37484,165,2856,3,108,1,7.619,1.818
NB,2020-07-17,168,0,2,0,0,0,1.19,0.0
PE,2020-07-17,36,0,0,0,0,0,0.0,0.0
AB,2020-07-17,9327,168,154,0,85,4,1.651,0.0
YT,2020-07-17,18,3,0,0,0,0,0.0,0.0
BC,2020-07-17,3200,33,189,0,18,3,5.906,0.0
NU,2020-07-17,0,0,0,0,0,0,0.0,0.0
NL,2020-07-17,262,0,3,0,0,0,1.145,0.0
SK,2020-07-17,927,6,15,0,12,1,1.618,0.0
NS,2020-07-17,1067,0,63,0,0,0,5.904,0.0
NT,2020-07-17,5,0,0,0,0,0,0.0,0.0
BC,2020-07-18,3224,24,189,0,18,0,5.862,0.0
NS,2020-07-18,1067,0,63,0,0,0,5.904,0.0
MB,2020-07-18,337,1,7,0,0,0,2.077,0.0
NU,2020-07-18,0,0,0,0,0,0,0.0,0.0
NL,2020-07-18,262,0,3,0,0,0,1.145,0.0
NT,2020-07-18,5,0,0,0,0,0,0.0,0.0
PE,2020-07-18,36,0,0,0,0,0,0.0,0.0
AB,2020-07-18,9429,102,154,0,91,6,1.633,0.0
NB,2020-07-18,168,0,2,0,0,0,1.19,0.0
YT,2020-07-18,18,0,0,0,0,0,0.0,0.0
MB,2020-07-19,342,5,7,0,0,0,2.047,0.0
NT,2020-07-19,5,0,0,0,0,0,0.0,0.0
NB,2020-07-19,169,1,2,0,0,0,1.183,0.0
NL,2020-07-19,262,0,3,0,0,0,1.145,0.0
SK,2020-07-19,951,15,15,0,12,4,1.577,0.0
BC,2020-07-19,3254,30,189,0,18,0,5.808,0.0
NS,2020-07-19,1067,0,63,0,0,0,5.904,0.0
NU,2020-07-19,0,0,0,0,0,0,0.0,0.0
YT,2020-07-19,18,0,0,0,0,0,0.0,0.0
PE,2020-07-19,36,0,0,0,0,0,0.0,0.0
AB,2020-07-19,9517,88,154,0,95,4,1.618,0.0
QC,2020-07-19,50325,195,5705,1,251,3,11.336,0.513
NU,2020-07-20,0,0,0,0,0,0,0.0,0.0
QC,2020-07-20,50435,110,5706,1,251,0,11.314,0.909
NL,2020-07-20,262,0,3,0,0,0,1.145,0.0
MB,2020-07-20,355,13,7,0,1,1,1.972,0.0
PE,2020-07-20,36,0,0,0,0,0,0.0,0.0
NT,2020-07-20,5,0,0,0,0,0,0.0,0.0
AB,2020-07-20,9648,131,154,0,95,0,1.596,0.0
ON,2020-07-20,37959,178,2861,1,116,12,7.537,0.562
NS,2020-07-20,1067,0,63,0,0,0,5.904,0.0
NB,2020-07-20,170,1,2,0,0,0,1.176,0.0
YT,2020-07-20,18,0,0,0,0,0,0.0,0.0
NT,2020-07-21,5,0,0,0,0,0,0.0,0.0
AB,2020-07-21,9784,136,154,0,101,6,1.574,0.0
NS,2020-07-21,1067,0,63,0,0,0,5.904,0.0
NB,2020-07-21,170,0,2,0,0,0,1.176,0.0
NU,2020-07-21,0,0,0,0,0,0,0.0,0.0
SK,2020-07-21,1025,66,15,0,12,2,1.463,0.0
NL,2020-07-21,263,1,3,0,0,0,1.141,0.0
MB,2020-07-21,367,12,7,0,1,0,1.907,0.0
PE,2020-07-21,36,0,0,0,0,0,0.0,0.0
ON,2020-07-21,38077,118,2862,1,121,5,7.516,0.847
YT,2020-07-21,18,0,0,0,0,0,0.0,0.0
SK,2020-07-22,1061,36,15,0,13,1,1.414,0.0
BC,2020-07-22,3345,33,189,0,17,2,5.65,0.0
NU,2020-07-22,0,0,0,0,0,0,0.0,0.0
NL,2020-07-22,264,1,3,0,0,0,1.136,0.0
NS,2020-07-22,1067,0,63,0,0,0,5.904,0.0
YT,2020-07-22,18,0,0,0,0,0,0.0,0.0
AB,2020-07-22,9897,113,154,0,102,1,1.556,0.0
NT,2020-07-22,5,0,0,0,0,0,0.0,0.0
MB,2020-07-22,374,7,7,0,1,0,1.872,0.0
NB,2020-07-22,170,0,2,0,0,0,1.176,0.0
ON,2020-07-22,38201,124,2864,2,128,7,7.497,1.613
PE,2020-07-22,36,0,0,0,0,0,0.0,0.0
NS,2020-07-23,1067,0,63,0,0,0,5.904,0.0
YT,2020-07-23,18,0,0,0,0,0,0.0,0.0
AB,2020-07-23,10013,116,154,0,106,4,1.538,0.0
PE,2020-07-23,36,0,0,0,0,0,0.0,0.0
MB,2020-07-23,380,6,7,0,1,0,1.842,0.0
NT,2020-07-23,5,0,0,0,0,0,0.0,0.0
NU,2020-07-23,0,0,0,0,0,0,0.0,0.0
ON,2020-07-23,38396,195,2865,1,154,26,7.462,0.513
SK,2020-07-23,1098,37,16,1,13,0,1.457,2.703
NL,2020-07-23,264,0,3,0,0,0,1.136,0.0
NB,2020-07-23,170,0,2,0,0,0,1.176,0.0
YT,2020-07-24,18,0,0,0,0,0,0.0,0.0
NL,2020-07-24,265,1,3,0,0,0,1.132,0.0
NU,2020-07-24,0,0,0,0,0,0,0.0,0.0
PE,2020-07-24,36,0,0,0,0,0,0.0,0.0
NT,2020-07-24,5,0,0,0,0,0,0.0,0.0
SK,2020-07-24,1145,47,16,0,14,1,1.397,0.0
MB,2020-07-24,385,5,7,0,2,1,1.818,0.0
NS,2020-07-24,1067,0,63,0,0,0,5.904,0.0
NB,2020-07-24,170,0,2,0,0,0,1.176,0.0
NT,2020-07-25,5,0,0,0,0,0,0.0,0.0
NB,2020-07-25,170,0,2,0,0,0,1.176,0.0
NU,2020-07-25,0,0,0,0,0,0,0.0,0.0
PE,2020-07-25,36,0,0,0,0,0,0.0,0.0
NS,2020-07-25,1067,0,63,0,0,0,5.904,0.0
NL,2020-07-25,265,0,3,0,0,0,1.132,0.0
BC,2020-07-25,3424,21,191,0,12,0,5.578,0.0
YT,2020-07-25,18,0,0,0,0,0,0.0,0.0
MB,2020-07-25,391,6,7,0,2,0,1.79,0.0
AB,2020-07-25,10228,98,154,0,95,0,1.506,0.0
SK,2020-07-26,1195,22,16,0,13,0,1.339,0.0
NU,2020-07-26,0,0,0,0,0,0,0.0,0.0
PE,2020-07-26,36,0,0,0,0,0,0.0,0.0
YT,2020-07-26,18,0,0,0,0,0,0.0,0.0
MB,2020-07-26,396,5,8,1,2,0,2.02,20.0
BC,2020-07-26,3445,21,191,0,12,0,5.544,0.0
NS,2020-07-26,1067,0,63,0,0,0,5.904,0.0
NT,2020-07-26,5,0,0,0,0,0,0.0,0.0
NB,2020-07-26,170,0,2,0,0,0,1.176,0.0
NL,2020-07-26,266,1,3,0,0,0,1.128,0.0
PE,2020-07-27,36,0,0,0,0,0,0.0,0.0
ON,2020-07-27,38900,122,2873,1,91,1,7.386,0.82
AB,2020-07-27,10398,81,154,0,91,4,1.481,0.0
NU,2020-07-27,0,0,0,0,0,0,0.0,0.0
YT,2020-07-27,18,0,0,0,0,0,0.0,0.0
NL,2020-07-27,266,0,3,0,0,0,1.128,0.0
NT,2020-07-27,5,0,0,0,0,0,0.0,0.0
NB,2020-07-27,170,0,2,0,0,0,1.176,0.0
NS,2020-07-27,1067,0,63,0,0,0,5.904,0.0
SK,2020-07-27,1205,10,16,0,14,1,1.328,0.0
QC,2020-07-27,51522,106,5716,0,200,3,11.094,0.0
MB,2020-07-27,401,5,8,0,3,1,1.995,0.0
NU,2020-07-28,0,0,0,0,0,0,0.0,0.0
YT,2020-07-28,18,0,0,0,0,0,0.0,0.0
NL,2020-07-28,266,0,3,0,0,0,1.128,0.0
NS,2020-07-28,1067,0,63,0,0,0,5.904,0.0
ON,2020-07-28,39022,122,2875,2,97,6,7.368,1.639
NT,2020-07-28,5,0,0,0,0,0,0.0,0.0
AB,2020-07-28,10529,131,154,0,98,7,1.463,0.0
PE,2020-07-28,36,0,0,0,0,0,0.0,0.0
NB,2020-07-28,170,0,2,0,0,0,1.176,0.0
MB,2020-07-28,404,3,8,0,3,0,1.98,0.0
MB,2020-07-29,407,3,8,0,6,3,1.966,0.0
NU,2020-07-29,0,0,0,0,0,0,0.0,0.0
NT,2020-07-29,5,0,0,0,0,0,0.0,0.0
SK,2020-07-29,1301,25,17,0,15,2,1.307,0.0
NL,2020-07-29,266,0,3,0,0,0,1.128,0.0
YT,2020-07-29,18,0,0,0,0,0,0.0,0.0
PE,2020-07-29,36,0,0,0,0,0,0.0,0.0
NB,2020-07-29,170,0,2,0,0,0,1.176,0.0
NS,2020-07-29,1067,0,64,1,0,0,5.998,0.0
YT,2020-07-30,18,0,0,0,0,0,0.0,0.0
NL,2020-07-30,266,0,3,0,0,0,1.128,0.0
NS,2020-07-30,1067,0,64,0,0,0,5.998,0.0
QC,2020-07-30,51945,172,5719,0,208,18,11.01,0.0
PE,2020-07-30,36,0,0,0,0,0,0.0,0.0
NB,2020-07-30,170,0,2,0,0,0,1.176,0.0
NT,2020-07-30,5,0,0,0,0,0,0.0,0.0
MB,2020-07-30,410,3,8,0,6,0,1.951,0.0
NU,2020-07-30,0,0,0,0,0,0,0.0,0.0
NS,2020-07-31,1069,2,64,0,0,0,5.987,0.0
NT,2020-07-31,5,0,0,0,0,0,0.0,0.0
NL,2020-07-31,266,0,3,0,0,0,1.128,0.0
PE,2020-07-31,36,0,0,0,0,0,0.0,0.0
YT,2020-07-31,18,0,0,0,0,0,0.0,0.0
NB,2020-07-31,170,0,2,0,0,0,1.176,0.0
BC,2020-07-31,3626,44,195,1,5,0,5.378,2.273
SK,2020-07-31,1329,17,18,0,15,1,1.354,0.0
MB,2020-07-31,416,6,8,0,6,0,1.923,0.0
NU,2020-07-31,0,0,0,0,0,0,0.0,0.0
NS,2020-08-01,1069,0,64,0,0,0,5.987,0.0
BC,2020-08-01,3674,48,195,0,5,0,5.308,0.0
NL,2020-08-01,266,0,3,0,0,0,1.128,0.0
NT,2020-08-01,5,0,0,0,0,0,0.0,0.0
NU,2020-08-01,0,0,0,0,0,0,0.0,0.0
ON,2020-08-01,39461,103,2882,3,79,1,7.303,2.913
MB,2020-08-01,422,6,8,0,6,0,1.896,0.0
AB,2020-08-01,10937,67,154,0,91,5,1.408,0.0
PE,2020-08-01,36,0,0,0,0,0,0.0,0.0
YT,2020-08-01,18,0,0,0,0,0,0.0,0.0
NB,2020-08-01,170,0,2,0,0,0,1.176,0.0
YT,2020-08-02,18,0,0,0,0,0,0.0,0.0
NT,2020-08-02,5,0,0,0,0,0,0.0,0.0
PE,2020-08-02,36,0,0,0,0,0,0.0,0.0
BC,2020-08-02,3714,40,195,0,5,0,5.25,0.0
NS,2020-08-02,1071,2,64,0,0,0,5.976,0.0
SK,2020-08-02,1351,12,18,0,18,4,1.332,0.0
MB,2020-08-02,436,14,8,0,6,0,1.835,0.0
NU,2020-08-02,0,0,0,0,0,0,0.0,0.0
NB,2020-08-02,170,0,2,0,0,0,1.176,0.0
NL,2020-08-02,266,0,3,0,0,0,1.128,0.0
BC,2020-08-03,3748,34,195,0,5,0,5.203,0.0
ON,2020-08-03,39615,97,2883,0,78,3,7.278,0.0
MB,2020-08-03,441,5,8,0,6,0,1.814,0.0
NL,2020-08-03,266,0,3,0,0,0,1.128,0.0
NU,2020-08-03,0,0,0,0,0,0,0.0,0.0
PE,2020-08-03,36,0,0,0,0,0,0.0,0.0
NB,2020-08-03,170,0,2,0,0,0,1.176,0.0
NS,2020-08-03,1071,0,64,0,0,0,5.976,0.0
YT,2020-08-03,18,0,0,0,0,0,0.0,0.0
NT,2020-08-03,5,0,0,0,0,0,0.0,0.0
AB,2020-08-03,11074,64,201,47,86,1,1.815,73.438
QC,2020-08-03,52452,102,5728,2,172,0,10.92,1.961
NL,2020-08-04,266,0,3,0,0,0,1.128,0.0
PE,2020-08-04,36,0,0,0,0,0,0.0,0.0
MB,2020-08-04,443,2,8,0,9,3,1.806,0.0
NT,2020-08-04,5,0,0,0,0,0,0.0,0.0
YT,2020-08-04,18,0,0,0,0,0,0.0,0.0
NB,2020-08-04,170,0,2,0,0,0,1.176,0.0
BC,2020-08-04,3783,35,195,0,8,3,5.155,0.0
ON,2020-08-04,39702,87,2883,0,82,4,7.262,0.0
NU,2020-08-04,0,0,0,0,0,0,0.0,0.0
NS,2020-08-04,1071,0,64,0,0,0,5.976,0.0
NS,2020-08-05,1071,0,64,0,0,0,5.976,0.0
NT,2020-08-05,5,0,0,0,0,0,0.0,0.0
SK,2020-08-05,1376,8,18,0,15,1,1.308,0.0
PE,2020-08-05,36,0,0,0,0,0,0.0,0.0
NB,2020-08-05,174,4,2,0,0,0,1.149,0.0
MB,2020-08-05,446,3,8,0,9,0,1.794,0.0
NU,2020-08-05,0,0,0,0,0,0,0.0,0.0
YT,2020-08-05,18,0,0,0,0,0,0.0,0.0
BC,2020-08-05,3822,39,195,0,9,1,5.102,0.0
NL,2020-08-05,266,0,3,0,0,0,1.128,0.0
NS,2020-08-06,1071,0,64,0,0,0,5.976,0.0
NL,2020-08-06,266,0,3,0,0,0,1.128,0.0
AB,2020-08-06,11357,128,201,0,76,1,1.77,0.0
PE,2020-08-06,36,0,0,0,0,0,0.0,0.0
YT,2020-08-06,18,0,0,0,0,0,0.0,0.0
MB,2020-08-06,475,29,8,0,10,1,1.684,0.0
ON,2020-08-06,39880,97,2886,2,71,5,7.237,2.062
BC,2020-08-06,3877,55,195,0,11,2,5.03,0.0
NU,2020-08-06,0,0,0,0,0,0,0.0,0.0
NB,2020-08-06,176,2,2,0,0,0,1.136,0.0
NT,2020-08-06,5,0,0,0,0,0,0.0,0.0
NU,2020-08-07,0,0,0,0,0,0,0.0,0.0
AB,2020-08-07,11468,111,201,0,77,1,1.753,0.0
SK,2020-08-07,1409,22,20,1,13,0,1.419,4.545
BC,2020-08-07,3919,42,195,0,11,0,4.976,0.0
NL,2020-08-07,267,1,3,0,0,0,1.124,0.0
NT,2020-08-07,5,0,0,0,0,0,0.0,0.0
PE,2020-08-07,36,0,0,0,0,0,0.0,0.0
NS,2020-08-07,1071,0,64,0,0,0,5.976,0.0
NB,2020-08-07,176,0,2,0,0,0,1.136,0.0
YT,2020-08-07,18,0,0,0,0,0,0.0,0.0
MB,2020-08-08,508,16,8,0,9,0,1.575,0.0
NL,2020-08-08,267,0,3,0,0,0,1.124,0.0
NT,2020-08-08,5,0,0,0,0,0,0.0,0.0
BC,2020-08-08,3962,43,195,0,11,0,4.922,0.0
QC,2020-08-08,53099,124,5735,1,155,3,10.801,0.806
YT,2020-08-08,19,1,0,0,0,0,0.0,0.0
NB,2020-08-08,176,0,2,0,0,0,1.136,0.0
NS,2020-08-08,1071,0,64,0,0,0,5.976,0.0
SK,2020-08-08,1433,24,20,0,13,0,1.396,0.0
PE,2020-08-08,36,0,0,0,0,0,0.0,0.0
NU,2020-08-08,0,0,0,0,0,0,0.0,0.0
NS,2020-08-09,1071,0,64,0,0,0,5.976,0.0
YT,2020-08-09,19,0,0,0,0,0,0.0,0.0
BC,2020-08-09,4001,39,195,0,11,0,4.874,0.0
PE,2020-08-09,36,0,0,0,0,0,0.0,0.0
NU,2020-08-09,0,0,0,0,0,0,0.0,0.0
QC,2020-08-09,53219,120,5737,2,156,1,10.78,1.667
NB,2020-08-09,176,0,2,0,0,0,1.136,0.0
ON,2020-08-09,40142,90,2887,0,56,2,7.192,0.0
SK,2020-08-09,1445,12,20,0,14,1,1.384,0.0
NT,2020-08-09,5,0,0,0,0,0,0.0,0.0
NL,2020-08-09,267,0,3,0,0,0,1.124,0.0
MB,2020-08-10,560,17,8,0,6,0,1.429,0.0
YT,2020-08-10,19,0,0,0,0,0,0.0,0.0
NB,2020-08-10,176,0,2,0,0,0,1.136,0.0
NU,2020-08-10,0,0,0,0,0,0,0.0,0.0
NL,2020-08-10,268,1,3,0,0,0,1.119,0.0
QC,2020-08-10,53310,91,5739,2,157,1,10.765,2.198
PE,2020-08-10,36,0,0,0,0,0,0.0,0.0
NS,2020-08-10,1071,0,64,0,0,0,5.976,0.0
NT,2020-08-10,5,0,0,0,0,0,0.0,0.0
NS,2020-08-11,1071,0,64,0,0,0,5.976,0.0
NL,2020-08-11,268,0,3,0,0,0,1.119,0.0
PE,2020-08-11,36,0,0,0,0,0,0.0,0.0
ON,2020-08-11,40299,88,2889,1,60,11,7.169,1.136
NU,2020-08-11,0,0,0,0,0,0,0.0,0.0
NT,2020-08-11,5,0,0,0,0,0,0.0,0.0
YT,2020-08-11,19,0,0,0,0,0,0.0,0.0
NB,2020-08-11,177,1,2,0,0,0,1.13,0.0
NB,2020-08-12,178,1,2,0,0,0,1.124,0.0
NS,2020-08-12,1071,0,64,0,0,0,5.976,0.0
NU,2020-08-12,0,0,0,0,0,0,0.0,0.0
NT,2020-08-12,5,0,0,0,0,0,0.0,0.0
PE,2020-08-12,41,5,0,0,0,0,0.0,0.0
BC,2020-08-12,4222,82,196,1,8,0,4.642,1.22
QC,2020-08-12,53504,112,5744,3,151,0,10.736,2.679
YT,2020-08-12,19,0,0,0,0,0,0.0,0.0
NL,2020-08-12,268,0,3,0,0,0,1.119,0.0
MB,2020-08-12,578,15,8,0,5,0,1.384,0.0
BC,2020-08-13,4315,93,196,0,9,1,4.542,0.0
NB,2020-08-13,180,2,2,0,0,0,1.111,0.0
NU,2020-08-13,0,0,0,0,0,0,0.0,0.0
YT,2020-08-13,19,0,0,0,0,0,0.0,0.0
MB,2020-08-13,603,25,8,0,7,2,1.327,0.0
PE,2020-08-13,41,0,0,0,0,0,0.0,0.0
NS,2020-08-13,1071,0,64,0,0,0,5.976,0.0
SK,2020-08-13,1511,27,20,0,11,1,1.324,0.0
NT,2020-08-13,5,0,0,0,0,0,0.0,0.0
NL,2020-08-13,268,0,3,0,0,0,1.119,0.0
AB,2020-08-13,11965,81,217,0,50,0,1.814,0.0
NU,2020-08-14,0,0,0,0,0,0,0.0,0.0
PE,2020-08-14,41,0,0,0,0,0,0.0,0.0
NT,2020-08-14,5,0,0,0,0,0,0.0,0.0
BC,2020-08-14,4425,110,196,0,12,3,4.429,0.0
NS,2020-08-14,1072,1,64,0,0,0,5.97,0.0
NB,2020-08-14,180,0,2,0,0,0,1.111,0.0
YT,2020-08-14,19,0,0,0,0,0,0.0,0.0
NL,2020-08-14,268,0,3,0,0,0,1.119,0.0
MB,2020-08-14,641,38,8,0,9,2,1.248,0.0
QC,2020-08-14,53687,83,5748,1,151,2,10.707,1.205
AB,2020-08-15,12152,83,217,0,48,0,1.786,0.0
BC,2020-08-15,4486,61,196,0,12,0,4.369,0.0
NL,2020-08-15,268,0,3,0,0,0,1.119,0.0
NU,2020-08-15,0,0,0,0,0,0,0.0,0.0
NT,2020-08-15,5,0,0,0,0,0,0.0,0.0
NS,2020-08-15,1074,2,64,0,0,0,5.959,0.0
PE,2020-08-15,41,0,0,0,0,0,0.0,0.0
YT,2020-08-15,19,0,0,0,0,0,0.0,0.0
MB,2020-08-15,660,19,9,1,9,0,1.364,5.263
NB,2020-08-15,184,4,2,0,0,0,1.087,0.0
NU,2020-08-16,0,0,0,0,0,0,0.0,0.0
NL,2020-08-16,268,0,3,0,0,0,1.119,0.0
PE,2020-08-16,41,0,0,0,0,0,0.0,0.0
QC,2020-08-16,53812,60,5753,3,149,0,10.691,5.0
NT,2020-08-16,5,0,0,0,0,0,0.0,0.0
BC,2020-08-16,4565,79,196,0,12,0,4.294,0.0
NB,2020-08-16,186,2,2,0,0,0,1.075,0.0
SK,2020-08-16,1580,14,22,1,8,0,1.392,7.143
NS,2020-08-16,1074,0,64,0,0,0,5.959,0.0
YT,2020-08-16,19,0,0,0,0,0,0.0,0.0
MB,2020-08-16,696,36,10,1,9,0,1.437,2.778
AB,2020-08-16,12247,95,224,7,48,0,1.829,7.368
PE,2020-08-17,41,0,0,0,0,0,0.0,0.0
NT,2020-08-17,5,0,0,0,0,0,0.0,0.0
NB,2020-08-17,186,0,2,0,0,0,1.075,0.0
SK,2020-08-17,1581,1,22,0,8,0,1.392,0.0
NS,2020-08-17,1075,1,64,0,0,0,5.953,0.0
YT,2020-08-17,19,0,0,0,0,0,0.0,0.0
MB,2020-08-17,736,40,11,1,11,2,1.495,2.5
NL,2020-08-17,268,0,3,0,0,0,1.119,0.0
NU,2020-08-17,0,0,0,0,0,0,0.0,0.0
QC,2020-08-18,53914,54,5759,2,145,0,10.682,3.704
PE,2020-08-18,44,3,0,0,0,0,0.0,0.0
ON,2020-08-18,40965,104,2894,2,40,7,7.065,1.923
NT,2020-08-18,5,0,0,0,0,0,0.0,0.0
BC,2020-08-18,4689,73,198,0,6,2,4.223,0.0
NB,2020-08-18,186,0,2,0,0,0,1.075,0.0
SK,2020-08-18,1582,1,22,0,8,0,1.391,0.0
NU,2020-08-18,0,0,0,0,0,0,0.0,0.0
NS,2020-08-18,1075,0,64,0,0,0,5.953,0.0
NL,2020-08-18,268,0,3,0,0,0,1.119,0.0
YT,2020-08-18,19,0,0,0,0,0,0.0,0.0
AB,2020-08-18,12413,81,227,2,48,3,1.829,2.469
ON,2020-08-19,41068,103,2895,1,41,1,7.049,0.971
NS,2020-08-19,1076,1,64,0,0,0,5.948,0.0
YT,2020-08-19,19,0,0,0,0,0,0.0,0.0
NB,2020-08-19,186,0,2,0,0,0,1.075,0.0
BC,2020-08-19,4774,85,198,0,10,4,4.147,0.0
AB,2020-08-19,12514,101,228,1,48,0,1.822,0.99
PE,2020-08-19,44,0,0,0,0,0,0.0,0.0
QC,2020-08-19,54003,89,5760,1,146,1,10.666,1.124
NL,2020-08-19,268,0,3,0,0,0,1.119,0.0
NU,2020-08-19,0,0,0,0,0,0,0.0,0.0
NT,2020-08-19,5,0,0,0,0,0,0.0,0.0
PE,2020-08-20,44,0,0,0,0,0,0.0,0.0
NB,2020-08-20,186,0,2,0,0,0,1.075,0.0
MB,2020-08-20,797,33,12,0,6,0,1.506,0.0
NL,2020-08-20,268,0,3,0,0,0,1.119,0.0
NT,2020-08-20,5,0,0,0,0,0,0.0,0.0
NU,2020-08-20,0,0,0,0,0,0,0.0,0.0
NS,2020-08-20,1077,1,64,0,1,1,5.942,0.0
BC,2020-08-20,4882,108,200,2,11,1,4.097,1.852
YT,2020-08-20,19,0,0,0,0,0,0.0,0.0
QC,2020-08-20,54096,93,5763,3,146,0,10.653,3.226
NB,2020-08-21,188,2,2,0,0,0,1.064,0.0
NU,2020-08-21,0,0,0,0,0,0,0.0,0.0
NL,2020-08-21,268,0,3,0,0,0,1.119,0.0
NS,2020-08-21,1077,0,64,0,1,0,5.942,0.0
BC,2020-08-21,5003,121,202,2,13,2,4.038,1.653
SK,2020-08-21,1595,5,22,0,5,0,1.379,0.0
NT,2020-08-21,5,0,0,0,0,0,0.0,0.0
AB,2020-08-21,12742,88,228,0,43,0,1.789,0.0
PE,2020-08-21,44,0,0,0,0,0,0.0,0.0
ON,2020-08-21,41309,133,2897,0,36,2,7.013,0.0
YT,2020-08-21,19,0,0,0,0,0,0.0,0.0
YT,2020-08-22,19,0,0,0,0,0,0.0,0.0
MB,2020-08-22,874,42,12,0,6,1,1.373,0.0
BC,2020-08-22,5077,74,202,0,13,0,3.979,0.0
NB,2020-08-22,188,0,2,0,0,0,1.064,0.0
NT,2020-08-22,5,0,0,0,0,0,0.0,0.0
NS,2020-08-22,1078,1,64,0,1,0,5.937,0.0
NL,2020-08-22,268,0,3,0,0,0,1.119,0.0
PE,2020-08-22,44,0,0,0,0,0,0.0,0.0
SK,2020-08-22,1597,2,22,0,5,0,1.378,0.0
ON,2020-08-22,41391,82,2897,0,40,4,6.999,0.0
AB,2020-08-22,12845,103,228,0,43,0,1.775,0.0
NU,2020-08-22,0,0,0,0,0,0,0.0,0.0
MB,2020-08-23,972,98,12,0,7,1,1.235,0.0
PE,2020-08-23,44,0,0,0,0,0,0.0,0.0
NL,2020-08-23,268,0,3,0,0,0,1.119,0.0
NB,2020-08-23,189,1,2,0,0,0,1.058,0.0
ON,2020-08-23,41492,101,2898,1,43,3,6.984,0.99
SK,2020-08-23,1600,3,22,0,5,0,1.375,0.0
AB,2020-08-23,12915,70,228,0,43,0,1.765,0.0
NU,2020-08-23,0,0,0,0,0,0,0.0,0.0
BC,2020-08-23,5138,61,202,0,13,0,3.931,0.0
NT,2020-08-23,5,0,0,0,0,0,0.0,0.0
YT,2020-08-23,19,0,0,0,0,0,0.0,0.0
YT,2020-08-24,19,0,0,0,0,0,0.0,0.0
